Title,Example,Commodity Title
Accountants,Oracle Fusion Applications,Enterprise resource planning ERP software
Accountants,Oracle Hyperion,Enterprise resource planning ERP software
Accountants,Oracle JD Edwards EnterpriseOne,Enterprise resource planning ERP software
Accountants,Oracle PeopleSoft,Enterprise resource planning ERP software
Accountants,Oracle PeopleSoft Financials,Enterprise resource planning ERP software
Accountants,Oracle software,Data base user interface and query software
Accountants,Orrtax Software IntelliTax Business for Windows,Tax preparation software
Accountants,Orrtax Software IntelliTax Classic,Tax preparation software
Accountants,OSI TrustWise,Financial analysis software
Accountants,Paisley AutoAudit,Financial analysis software
Accountants,Paisley Cardmap,Compliance software
Accountants,Paisley Focus Control Assurance,Compliance software
Accountants,Paisley IssueTrack,Financial analysis software
Accountants,Paisley RiskNavigator,Compliance software
Accountants,Payroll software,Time accounting software
Accountants,Pentana audit work system PAWS,Financial analysis software
Accountants,Practice management software PMS,Data base user interface and query software
Accountants,Pro Systems Client Write-Up System for Windows,Accounting software
Accountants,Profit Developers Electronic File Interchange,Accounting software
Accountants,PROPHIX Enterprise,Accounting software
Accountants,Qlik Tech QlikView,Business intelligence and data analysis software
Accountants,R,Object or component oriented development software
Accountants,Roundtable Software Advantage Accounting System,Accounting software
Accountants,RSM McGladrey Advanced Practice Solutions Paperless Audit,Financial analysis software
Accountants,RSM McGladrey Auditor Assistant,Financial analysis software
Accountants,Sage 300 Construction and Real Estate,Data base user interface and query software
Accountants,Sage 50 Accounting,Accounting software
Accountants,Sage Abra HRMS,Human resources software
Accountants,Sage BusinessWorks,Accounting software
Accountants,Sage CPAAccounts Payable,Accounting software
Accountants,Sage CPAAccounts Receivable,Accounting software
Accountants,Sage CPAClient Checkbook,Accounting software
Accountants,Sage CPADocument Manager,Document management software
Accountants,Sage ERP Accpac,Enterprise resource planning ERP software
Accountants,Sage MAS 200,Enterprise resource planning ERP software
Accountants,Sage MAS 500,Financial analysis software
Accountants,Sage Platinum for Windows PFW,Enterprise resource planning ERP software
Accountants,Salesforce software,Customer relationship management CRM software
Accountants,SAP,Enterprise resource planning ERP software
Accountants,SAP Business Objects,Enterprise resource planning ERP software
Accountants,SAP BusinessObjects Data Integrator,Enterprise application integration software
Accountants,SAP Crystal Reports,Data base reporting software
Accountants,Softrax Revenue Management,Accounting software
Accountants,Structured query language SQL,Data base user interface and query software
Accountants,Summit Software Summit Biofuels Accounting,Accounting software
Accountants,Swift,Object or component oriented development software
Accountants,Sync Essentials Trade Accountant,Financial analysis software
Accountants,Tableau,Business intelligence and data analysis software
Accountants,Tax compliance property tax management software,Compliance software
Accountants,Tax software,Accounting software
Accountants,Thomson GoSystem Tax,Tax preparation software
Accountants,Tumbleweed SecureTransport,Transaction server software
Accountants,UA Business Software Professional Edition,Accounting software
Accountants,Universal Tax Systems TaxWise,Tax preparation software
Accountants,Yardi,Data base user interface and query software
Accountants,Yardi Systems Yardi Enterprise,Data base user interface and query software
Auditors,Accounting compliance software,Compliance software
Auditors,Accounting fraud detection software,Financial analysis software
Auditors,ACL Audit Exchange,Analytical or scientific software
Auditors,ACL Business Assurance Analytics,Financial analysis software
Auditors,Apache Solr,Data base management system software
Auditors,Arbutus Analyzer,Analytical or scientific software
Auditors,Audit management software,Financial analysis software
Auditors,Audit planning and control environment software,Financial analysis software
Auditors,AuditWare,Financial analysis software
Auditors,AuditWare CaseWare Examiner,Financial analysis software
Auditors,Automated auditors fraud detector software,Financial analysis software
Auditors,Bi3 Audit Intelligence,Compliance software
Auditors,Bi3 Financial Statement Fraud Analysis,Financial analysis software
Auditors,BizBench,Financial analysis software
Auditors,BNA Corporate Tax Audit Analyzer,Financial analysis software
Auditors,Brentmark Estate Planning Quickview,Financial analysis software
Auditors,Cammack Computations Inter-Est,Financial analysis software
Auditors,CaseWare International IDEA,Financial analysis software
Auditors,CaseWare International IDEA SmartAnalyzer,Financial analysis software
Auditors,CaseWare Working Papers,Financial analysis software
Auditors,CashFlow Guardian,Financial analysis software
Auditors,Cebos MQ1 Audit System,Financial analysis software
Auditors,Choice Technologies PowerBill +,Financial analysis software
Auditors,Client billing software,Accounting software
Auditors,Corel WordPerfect Office Suite,Office suite software
